"Empresa";"Data";"Tipo Movimento";"Qtde Requisições";"Total Desconto";"Total Venda";
"2006";"24/07/2014 (Quinta-feira)";"Saída para Oficina";"0001";"0,10";"59,50";
"2006";"24/07/2014 (Quinta-feira)";"Saída por Venda Balcão";"0003";"24,66";"103,90";
"2006";"25/07/2014 (Sexta-feira)";"Saída para Oficina";"0003";"260,14";"554,80";
"2006";"25/07/2014 (Sexta-feira)";"Saída por Venda Balcão";"0007";"210,30";"586,68";
"2006";"26/07/2014 (Sábado)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"31,04";
"2006";"26/07/2014 (Sábado)";"Saída por Venda Balcão";"0006";"0,00";"504,75";
"2006";"28/07/2014 (Segunda-feira)";"Saída para Oficina";"0001";"124,76";"345,00";
"2006";"28/07/2014 (Segunda-feira)";"Saída por Venda Balcão";"0002";"18,16";"50,65";
"2006";"29/07/2014 (Terça-feira)";"Saída para Oficina";"0001";"158,98";"570,00";
"2006";"29/07/2014 (Terça-feira)";"Saída por Venda Balcão";"0004";"323,41";"1.867,60";
"2006";"30/07/2014 (Quarta-feira)";"Saída para Oficina";"0003";"48,49";"363,65";
"2006";"30/07/2014 (Quarta-feira)";"Saída por Venda Balcão";"0005";"50,19";"150,15";
"2006";"31/07/2014 (Quinta-feira)";"Saída para Oficina";"0003";"52,25";"306,80";
"2006";"31/07/2014 (Quinta-feira)";"Saída por Venda Balcão";"0002";"0,00";"34,90";
"2006";"01/08/2014 (Sexta-feira)";"Saída para Oficina";"0002";"25,51";"209,28";
"2006";"01/08/2014 (Sexta-feira)";"Saída por Venda Balcão";"0002";"33,50";"53,40";
"2006";"02/08/2014 (Sábado)";"Saída para Garantia";"0001";"0,00";"156,57";
"2006";"02/08/2014 (Sábado)";"Saída para Oficina";"0001";"0,02";"28,50";
"2006";"02/08/2014 (Sábado)";"Saída por Venda Balcão";"0003";"472,28";"825,50";
"2006";"04/08/2014 (Segunda-feira)";"Saída para Oficina";"0002";"0,00";"114,78";
"2006";"04/08/2014 (Segunda-feira)";"Saída por Venda Balcão";"0003";"64,86";"139,40";
"2006";"05/08/2014 (Terça-feira)";"Saída para Oficina";"0001";"1.126,96";"1.760,00";
"2006";"05/08/2014 (Terça-feira)";"Saída por Venda Balcão";"0005";"41,49";"322,25";
"2006";"06/08/2014 (Quarta-feira)";"Saída para Oficina";"0002";"29,16";"294,90";
"2006";"06/08/2014 (Quarta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"22,44";
"2006";"06/08/2014 (Quarta-feira)";"Saída por Venda Balcão";"0005";"136,40";"570,18";
"2006";"07/08/2014 (Quinta-feira)";"Saída por Venda Balcão";"0002";"20,01";"64,90";
"2006";"08/08/2014 (Sexta-feira)";"Saída para Oficina";"0002";"11,23";"39,90";
"2006";"08/08/2014 (Sexta-feira)";"Saída por Venda Balcão";"0002";"82,93";"165,00";
"2006";"09/08/2014 (Sábado)";"Saída para Oficina";"0001";"0,00";"107,90";
"2006";"09/08/2014 (Sábado)";"Saída por Brinde - Almoxarifado";"0002";"0,00";"11,23";
"2006";"09/08/2014 (Sábado)";"Saída por Venda Balcão";"0004";"224,60";"739,75";
"2006";"11/08/2014 (Segunda-feira)";"Saída para Oficina";"0001";"47,65";"180,00";
"2006";"11/08/2014 (Segunda-feira)";"Saída por Venda Balcão";"0010";"115,26";"726,14";
"2006";"12/08/2014 (Terça-feira)";"Saída para Oficina";"0005";"35,58";"448,60";
"2006";"12/08/2014 (Terça-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"8,90";
"2006";"12/08/2014 (Terça-feira)";"Saída por Venda Balcão";"0002";"84,52";"174,80";
"2006";"13/08/2014 (Quarta-feira)";"Saída para Oficina";"0001";"64,56";"90,00";
"2006";"13/08/2014 (Quarta-feira)";"Saída por Venda Balcão";"0002";"0,00";"34,90";
"2006";"14/08/2014 (Quinta-feira)";"Saída para Oficina";"0001";"31,71";"209,30";
"2006";"15/08/2014 (Sexta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"29,00";
"2006";"15/08/2014 (Sexta-feira)";"Saída por Venda Balcão";"0002";"168,00";"660,00";
"2006";"16/08/2014 (Sábado)";"Saída para Oficina";"0001";"25,16";"200,00";
"2006";"16/08/2014 (Sábado)";"Saída por Venda Balcão";"0002";"17,21";"100,00";
"2006";"18/08/2014 (Segunda-feira)";"Saída por Venda Balcão";"0007";"510,36";"1.033,74";
"2006";"19/08/2014 (Terça-feira)";"Saída para Oficina";"0003";"66,77";"198,90";
"2006";"19/08/2014 (Terça-feira)";"Saída por Venda Balcão";"0001";"14,35";"49,90";
"2006";"20/08/2014 (Quarta-feira)";"Saída para Oficina";"0003";"12,46";"159,90";
"2006";"20/08/2014 (Quarta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"1,08";
"2006";"20/08/2014 (Quarta-feira)";"Saída por Venda Balcão";"0002";"2,16";"54,90";
"2006";"21/08/2014 (Quinta-feira)";"Saída para Oficina";"0002";"34,71";"619,60";
"2006";"21/08/2014 (Quinta-feira)";"Saída por Venda Balcão";"0002";"72,10";"110,00";
"2006";"21/08/2014 (Quinta-feira)";"Saída Simples Remessa para Garantia";"0001";"0,00";"29,30";
"2006";"22/08/2014 (Sexta-feira)";"Saída para Oficina";"0002";"0,00";"74,70";
"2006";"22/08/2014 (Sexta-feira)";"Saída por Venda Balcão";"0003";"62,53";"104,90";
"2006";"23/08/2014 (Sábado)";"Saída para Oficina";"0002";"19,13";"104,80";
"2006";"23/08/2014 (Sábado)";"Saída por Venda Balcão";"0003";"16,80";"200,90";
"2006";"25/08/2014 (Segunda-feira)";"Saída para Oficina";"0001";"0,00";"74,90";
"2006";"25/08/2014 (Segunda-feira)";"Saída por Venda Balcão";"0004";"157,03";"441,00";
"2006";"26/08/2014 (Terça-feira)";"Saída para Oficina";"0001";"33,58";"120,65";
"2006";"26/08/2014 (Terça-feira)";"Saída por Venda Balcão";"0002";"47,64";"125,00";
"2006";"27/08/2014 (Quarta-feira)";"Saída para Oficina";"0002";"45,18";"273,35";
"2006";"27/08/2014 (Quarta-feira)";"Saída por Venda Balcão";"0002";"4,59";"95,45";
"2006";"28/08/2014 (Quinta-feira)";"Saída para Oficina";"0001";"0,00";"57,40";
"2006";"28/08/2014 (Quinta-feira)";"Saída por Venda Balcão";"0002";"0,00";"85,89";
"2006";"29/08/2014 (Sexta-feira)";"Saída para Oficina";"0002";"204,09";"383,65";
"2006";"29/08/2014 (Sexta-feira)";"Saída por Venda Balcão";"0001";"0,00";"2,20";
"2006";"30/08/2014 (Sábado)";"Saída para Oficina";"0001";"24,50";"40,00";
"2006";"30/08/2014 (Sábado)";"Saída por Venda Balcão";"0005";"41,10";"375,29";
"2006";"01/09/2014 (Segunda-feira)";"Saída por Venda Balcão";"0003";"62,32";"151,00";
"2006";"02/09/2014 (Terça-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"02/09/2014 (Terça-feira)";"Saída por Venda Balcão";"0008";"154,78";"345,40";
"2006";"03/09/2014 (Quarta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"40,00";
"2006";"03/09/2014 (Quarta-feira)";"Saída por Venda Balcão";"0002";"4,10";"37,50";
"2006";"04/09/2014 (Quinta-feira)";"Saída para Oficina";"0002";"17,40";"284,90";
"2006";"04/09/2014 (Quinta-feira)";"Saída por Venda Balcão";"0001";"10,59";"42,00";
"2006";"05/09/2014 (Sexta-feira)";"Saída para Oficina";"0001";"41,27";"105,00";
"2006";"05/09/2014 (Sexta-feira)";"Saída por Brinde - Almoxarifado";"0002";"0,00";"19,34";
"2006";"05/09/2014 (Sexta-feira)";"Saída por Venda Balcão";"0006";"97,05";"389,30";
"2006";"06/09/2014 (Sábado)";"Saída para Oficina";"0002";"25,21";"199,80";
"2006";"06/09/2014 (Sábado)";"Saída por Venda Balcão";"0002";"22,48";"102,00";
"2006";"09/09/2014 (Terça-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"35,55";
"2006";"09/09/2014 (Terça-feira)";"Saída por Venda Balcão";"0001";"33,74";"65,00";
"2006";"10/09/2014 (Quarta-feira)";"Saída para Oficina";"0001";"0,00";"57,39";
"2006";"10/09/2014 (Quarta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"22,11";
"2006";"10/09/2014 (Quarta-feira)";"Saída por Venda Balcão";"0007";"80,64";"259,30";
"2006";"11/09/2014 (Quinta-feira)";"Saída para Oficina";"0003";"52,66";"397,29";
"2006";"11/09/2014 (Quinta-feira)";"Saída por Venda Balcão";"0007";"168,05";"401,60";
"2006";"12/09/2014 (Sexta-feira)";"Saída para Oficina";"0002";"0,00";"112,29";
"2006";"12/09/2014 (Sexta-feira)";"Saída por Devolução de Compra";"0001";"0,00";"132,68";
"2006";"12/09/2014 (Sexta-feira)";"Saída por Venda Balcão";"0006";"112,59";"345,79";
"2006";"13/09/2014 (Sábado)";"Saída para Oficina";"0003";"0,00";"167,19";
"2006";"13/09/2014 (Sábado)";"Saída por Venda Balcão";"0002";"33,26";"250,00";
"2006";"15/09/2014 (Segunda-feira)";"Entrada por Garantia";"0001";"0,00";"31,32";
"2006";"15/09/2014 (Segunda-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"15/09/2014 (Segunda-feira)";"Saída por Devolução de Compra";"0002";"0,00";"265,36";
"2006";"15/09/2014 (Segunda-feira)";"Saída por Venda Balcão";"0001";"0,00";"24,90";
"2006";"15/09/2014 (Segunda-feira)";"Saída Simples Remessa para Garantia";"0001";"0,00";"31,32";
"2006";"16/09/2014 (Terça-feira)";"Saída para Oficina";"0001";"35,40";"132,39";
"2006";"16/09/2014 (Terça-feira)";"Saída por Venda Atacado";"0001";"2,34";"127,50";
"2006";"16/09/2014 (Terça-feira)";"Saída por Venda Balcão";"0005";"50,94";"500,90";
"2006";"17/09/2014 (Quarta-feira)";"Saída para Oficina";"0002";"0,00";"112,29";
"2006";"17/09/2014 (Quarta-feira)";"Saída por Venda Balcão";"0006";"70,49";"522,56";
"2006";"18/09/2014 (Quinta-feira)";"Saída por Venda Balcão";"0001";"44,84";"140,00";
"2006";"19/09/2014 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"58,00";
"2006";"19/09/2014 (Sexta-feira)";"Saída por Devolução de Compra";"0001";"0,00";"132,68";
"2006";"19/09/2014 (Sexta-feira)";"Saída por Venda Balcão";"0001";"4,00";"255,00";
"2006";"20/09/2014 (Sábado)";"Saída para Oficina";"0001";"17,05";"122,40";
"2006";"20/09/2014 (Sábado)";"Saída por Venda Balcão";"0004";"262,23";"1.039,90";
"2006";"22/09/2014 (Segunda-feira)";"Saída para Oficina";"0001";"4,35";"230,00";
"2006";"22/09/2014 (Segunda-feira)";"Saída por Venda Balcão";"0006";"79,31";"508,75";
"2006";"23/09/2014 (Terça-feira)";"Saída por Venda Balcão";"0007";"241,61";"644,00";
"2006";"24/09/2014 (Quarta-feira)";"Saída para Oficina";"0002";"4,35";"109,90";
"2006";"24/09/2014 (Quarta-feira)";"Saída por Venda Balcão";"0006";"275,67";"943,00";
"2006";"25/09/2014 (Quinta-feira)";"Saída por Venda Balcão";"0003";"138,92";"225,00";
"2006";"26/09/2014 (Sexta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"29,00";
"2006";"26/09/2014 (Sexta-feira)";"Saída por Venda Balcão";"0002";"34,90";"329,00";
"2006";"27/09/2014 (Sábado)";"Entrada por Garantia";"0001";"0,00";"759,88";
"2006";"27/09/2014 (Sábado)";"Saída para Garantia";"0001";"0,00";"3.799,41";
"2006";"27/09/2014 (Sábado)";"Saída por Brinde - Almoxarifado";"0002";"0,00";"389,00";
"2006";"27/09/2014 (Sábado)";"Saída por Venda Balcão";"0007";"462,45";"823,46";
"2006";"27/09/2014 (Sábado)";"Saída Simples Remessa para Garantia";"0001";"0,00";"759,88";
"2006";"29/09/2014 (Segunda-feira)";"Saída por Venda Balcão";"0002";"83,14";"270,00";
"2006";"30/09/2014 (Terça-feira)";"Saída por Venda Balcão";"0011";"159,46";"631,69";
"2006";"01/10/2014 (Quarta-feira)";"Saída por Venda Balcão";"0005";"102,54";"399,70";
"2006";"02/10/2014 (Quinta-feira)";"Saída por Venda Balcão";"0002";"8,20";"65,00";
"2006";"03/10/2014 (Sexta-feira)";"Saída para Oficina";"0001";"21,84";"70,00";
"2006";"03/10/2014 (Sexta-feira)";"Saída por Venda Balcão";"0003";"16,27";"415,13";
"2006";"04/10/2014 (Sábado)";"Saída para Oficina";"0001";"5,50";"104,50";
"2006";"04/10/2014 (Sábado)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"29,00";
"2006";"04/10/2014 (Sábado)";"Saída por Venda Balcão";"0004";"130,62";"441,00";
"2006";"06/10/2014 (Segunda-feira)";"Saída para Oficina";"0001";"25,52";"170,00";
"2006";"06/10/2014 (Segunda-feira)";"Saída por Venda Balcão";"0006";"77,82";"307,30";
"2006";"07/10/2014 (Terça-feira)";"Saída para Oficina";"0005";"101,05";"793,99";
"2006";"07/10/2014 (Terça-feira)";"Saída por Venda Balcão";"0010";"294,26";"1.018,80";
"2006";"08/10/2014 (Quarta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"30,00";
"2006";"08/10/2014 (Quarta-feira)";"Saída por Venda Balcão";"0006";"150,13";"481,39";
"2006";"09/10/2014 (Quinta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"9,89";
"2006";"09/10/2014 (Quinta-feira)";"Saída por Venda Balcão";"0008";"56,08";"363,30";
"2006";"10/10/2014 (Sexta-feira)";"Saída para Oficina";"0002";"59,21";"372,69";
"2006";"10/10/2014 (Sexta-feira)";"Saída por Venda Balcão";"0008";"311,84";"827,46";
"2006";"11/10/2014 (Sábado)";"Saída para Oficina";"0002";"38,53";"208,56";
"2006";"11/10/2014 (Sábado)";"Saída por Venda Balcão";"0003";"67,31";"560,05";
"2006";"13/10/2014 (Segunda-feira)";"Saída para Oficina";"0002";"96,50";"787,39";
"2006";"13/10/2014 (Segunda-feira)";"Saída por Venda Balcão";"0002";"54,06";"221,24";
"2006";"14/10/2014 (Terça-feira)";"Saída para Oficina";"0001";"0,00";"31,14";
"2006";"14/10/2014 (Terça-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"11,52";
"2006";"14/10/2014 (Terça-feira)";"Saída por Venda Balcão";"0003";"1,28";"301,50";
"2006";"15/10/2014 (Quarta-feira)";"Saída para Oficina";"0001";"45,48";"172,21";
"2006";"15/10/2014 (Quarta-feira)";"Saída por Venda Balcão";"0005";"342,71";"655,25";
"2006";"16/10/2014 (Quinta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"34,88";
"2006";"16/10/2014 (Quinta-feira)";"Saída por Venda Balcão";"0008";"52,41";"321,89";
"2006";"17/10/2014 (Sexta-feira)";"Saída para Oficina";"0002";"103,13";"229,90";
"2006";"17/10/2014 (Sexta-feira)";"Saída por Venda Balcão";"0004";"6,55";"167,90";
"2006";"18/10/2014 (Sábado)";"Saída para Oficina";"0002";"0,00";"167,29";
"2006";"18/10/2014 (Sábado)";"Saída por Venda Balcão";"0003";"0,00";"134,58";
"2006";"20/10/2014 (Segunda-feira)";"Saída para Oficina";"0001";"282,11";"959,50";
"2006";"20/10/2014 (Segunda-feira)";"Saída por Venda Balcão";"0005";"25,37";"291,00";
"2006";"21/10/2014 (Terça-feira)";"Saída por Venda Balcão";"0001";"2,95";"45,00";
"2006";"22/10/2014 (Quarta-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"22/10/2014 (Quarta-feira)";"Saída por Venda Balcão";"0003";"2,56";"86,00";
"2006";"23/10/2014 (Quinta-feira)";"Saída para Oficina";"0002";"116,56";"595,39";
"2006";"23/10/2014 (Quinta-feira)";"Saída para Uso Firma";"0001";"0,00";"27,78";
"2006";"23/10/2014 (Quinta-feira)";"Saída por Venda Balcão";"0003";"12,21";"476,40";
"2006";"24/10/2014 (Sexta-feira)";"Saída para Oficina";"0003";"0,00";"124,70";
"2006";"24/10/2014 (Sexta-feira)";"Saída por Venda Balcão";"0009";"65,77";"558,50";
"2006";"25/10/2014 (Sábado)";"Saída para Oficina";"0001";"15,43";"229,90";
"2006";"25/10/2014 (Sábado)";"Saída por Venda Balcão";"0009";"389,39";"597,25";
"2006";"27/10/2014 (Segunda-feira)";"Saída para Oficina";"0002";"0,40";"372,29";
"2006";"27/10/2014 (Segunda-feira)";"Saída por Venda Balcão";"0001";"0,00";"24,90";
"2006";"28/10/2014 (Terça-feira)";"Saída por Venda Balcão";"0003";"70,99";"560,40";
"2006";"29/10/2014 (Quarta-feira)";"Saída por Venda Balcão";"0004";"36,44";"247,13";
"2006";"30/10/2014 (Quinta-feira)";"Saída para Oficina";"0001";"37,65";"190,00";
"2006";"30/10/2014 (Quinta-feira)";"Saída por Venda Balcão";"0011";"813,21";"2.394,60";
"2006";"31/10/2014 (Sexta-feira)";"Saída para Oficina";"0001";"8,08";"84,90";
"2006";"31/10/2014 (Sexta-feira)";"Saída por Venda Balcão";"0001";"2,52";"112,00";
"2006";"01/11/2014 (Sábado)";"Saída para Oficina";"0005";"249,99";"1.002,40";
"2006";"01/11/2014 (Sábado)";"Saída por Venda Balcão";"0006";"26,63";"207,00";
"2006";"03/11/2014 (Segunda-feira)";"Saída por Venda Balcão";"0005";"8,31";"444,90";
"2006";"04/11/2014 (Terça-feira)";"Saída para Oficina";"0001";"0,00";"109,90";
"2006";"04/11/2014 (Terça-feira)";"Saída por Venda Balcão";"0001";"32,73";"80,00";
"2006";"05/11/2014 (Quarta-feira)";"Saída para Oficina";"0003";"7,58";"179,90";
"2006";"05/11/2014 (Quarta-feira)";"Saída por Brinde - Almoxarifado";"0001";"0,00";"25,01";
"2006";"05/11/2014 (Quarta-feira)";"Saída por Venda Balcão";"0001";"8,83";"50,00";
"2006";"06/11/2014 (Quinta-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"06/11/2014 (Quinta-feira)";"Saída por Venda Balcão";"0003";"5,32";"259,00";
"2006";"07/11/2014 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"07/11/2014 (Sexta-feira)";"Saída por Venda Balcão";"0007";"225,97";"1.400,90";
"2006";"08/11/2014 (Sábado)";"Saída para Oficina";"0001";"0,00";"112,39";
"2006";"08/11/2014 (Sábado)";"Saída por Venda Balcão";"0003";"1,70";"155,90";
"2006";"10/11/2014 (Segunda-feira)";"Saída para Oficina";"0003";"29,98";"622,39";
"2006";"10/11/2014 (Segunda-feira)";"Saída por Venda Balcão";"0005";"57,66";"440,00";
"2006";"11/11/2014 (Terça-feira)";"Saída para Oficina";"0001";"0,00";"64,90";
"2006";"11/11/2014 (Terça-feira)";"Saída por Venda Balcão";"0006";"77,46";"853,70";
"2006";"12/11/2014 (Quarta-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"12/11/2014 (Quarta-feira)";"Saída por Venda Atacado";"0001";"10,80";"12,00";
"2006";"12/11/2014 (Quarta-feira)";"Saída por Venda Balcão";"0004";"138,64";"839,90";
"2006";"13/11/2014 (Quinta-feira)";"Saída por Venda Balcão";"0001";"2,18";"50,90";
"2006";"14/11/2014 (Sexta-feira)";"Saída por Venda Balcão";"0003";"168,58";"586,00";
"2006";"17/11/2014 (Segunda-feira)";"Saída para Oficina";"0002";"1,42";"162,00";
"2006";"17/11/2014 (Segunda-feira)";"Saída por Venda Balcão";"0004";"51,47";"139,50";
"2006";"18/11/2014 (Terça-feira)";"Saída para Oficina";"0001";"25,08";"210,00";
"2006";"18/11/2014 (Terça-feira)";"Saída por Venda Balcão";"0004";"26,98";"128,00";
"2006";"19/11/2014 (Quarta-feira)";"Saída para Oficina";"0003";"0,00";"217,70";
"2006";"19/11/2014 (Quarta-feira)";"Saída por Venda Balcão";"0007";"84,75";"417,90";
"2006";"20/11/2014 (Quinta-feira)";"Saída por Perda/Quebra";"0001";"0,00";"3,00";
"2006";"20/11/2014 (Quinta-feira)";"Saída por Venda Balcão";"0002";"26,27";"70,00";
"2006";"21/11/2014 (Sexta-feira)";"Saída para Oficina";"0003";"53,08";"377,30";
"2006";"21/11/2014 (Sexta-feira)";"Saída por Venda Balcão";"0005";"46,34";"209,70";
"2006";"22/11/2014 (Sábado)";"Saída por Venda Balcão";"0003";"35,84";"230,00";
"2006";"24/11/2014 (Segunda-feira)";"Saída para Oficina";"0002";"9,85";"208,00";
"2006";"24/11/2014 (Segunda-feira)";"Saída por Venda Balcão";"0005";"33,32";"137,50";
"2006";"25/11/2014 (Terça-feira)";"Saída para Oficina";"0001";"19,27";"590,00";
"2006";"25/11/2014 (Terça-feira)";"Saída por Venda Balcão";"0003";"14,43";"232,25";
"2006";"26/11/2014 (Quarta-feira)";"Saída para Oficina";"0001";"75,07";"500,00";
"2006";"26/11/2014 (Quarta-feira)";"Saída por Venda Balcão";"0004";"214,63";"935,00";
"2006";"27/11/2014 (Quinta-feira)";"Saída para Oficina";"0003";"58,59";"310,00";
"2006";"27/11/2014 (Quinta-feira)";"Saída por Venda Balcão";"0004";"65,63";"224,90";
"2006";"28/11/2014 (Sexta-feira)";"Saída por Venda Balcão";"0004";"6,26";"197,90";
"2006";"29/11/2014 (Sábado)";"Saída por Venda Balcão";"0004";"67,81";"233,00";
"2006";"01/12/2014 (Segunda-feira)";"Saída por Venda Balcão";"0004";"1,04";"125,80";
"2006";"02/12/2014 (Terça-feira)";"Saída para Oficina";"0002";"408,28";"629,90";
"2006";"02/12/2014 (Terça-feira)";"Saída por Venda Balcão";"0004";"9,32";"166,10";
"2006";"03/12/2014 (Quarta-feira)";"Saída para Oficina";"0001";"0,06";"16,50";
"2006";"03/12/2014 (Quarta-feira)";"Saída por Venda Balcão";"0003";"27,27";"182,90";
"2006";"04/12/2014 (Quinta-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"04/12/2014 (Quinta-feira)";"Saída por Venda Balcão";"0002";"39,92";"124,90";
"2006";"05/12/2014 (Sexta-feira)";"Saída por Venda Balcão";"0003";"19,59";"703,80";
"2006";"06/12/2014 (Sábado)";"Saída por Venda Balcão";"0003";"5,10";"173,90";
"2006";"09/12/2014 (Terça-feira)";"Saída para Oficina";"0003";"0,00";"164,70";
"2006";"09/12/2014 (Terça-feira)";"Saída por Venda Balcão";"0003";"51,44";"170,90";
"2006";"10/12/2014 (Quarta-feira)";"Saída por Venda Balcão";"0006";"136,58";"465,90";
"2006";"11/12/2014 (Quinta-feira)";"Saída para Oficina";"0002";"14,90";"239,80";
"2006";"11/12/2014 (Quinta-feira)";"Saída por Venda Balcão";"0002";"0,00";"29,30";
"2006";"12/12/2014 (Sexta-feira)";"Saída por Venda Balcão";"0004";"55,08";"517,30";
"2006";"13/12/2014 (Sábado)";"Saída por Venda Balcão";"0003";"21,32";"142,00";
"2006";"15/12/2014 (Segunda-feira)";"Saída por Venda Balcão";"0002";"34,62";"168,00";
"2006";"16/12/2014 (Terça-feira)";"Saída por Venda Balcão";"0004";"2,80";"141,40";
"2006";"17/12/2014 (Quarta-feira)";"Saída por Venda Balcão";"0001";"12,51";"55,00";
"2006";"18/12/2014 (Quinta-feira)";"Saída por Venda Balcão";"0003";"45,42";"130,90";
"2006";"19/12/2014 (Sexta-feira)";"Saída para Oficina";"0002";"78,26";"304,00";
"2006";"19/12/2014 (Sexta-feira)";"Saída por Venda Atacado";"0001";"45,00";"70,00";
"2006";"19/12/2014 (Sexta-feira)";"Saída por Venda Balcão";"0003";"13,62";"109,80";
"2006";"20/12/2014 (Sábado)";"Saída para Oficina";"0003";"20,76";"364,70";
"2006";"20/12/2014 (Sábado)";"Saída por Venda Balcão";"0005";"65,99";"402,00";
"2006";"22/12/2014 (Segunda-feira)";"Saída por Venda Balcão";"0006";"140,85";"577,80";
"2006";"23/12/2014 (Terça-feira)";"Saída para Oficina";"0001";"0,00";"55,90";
"2006";"23/12/2014 (Terça-feira)";"Saída por Venda Balcão";"0003";"2,20";"77,40";
"2006";"24/12/2014 (Quarta-feira)";"Saída por Venda Balcão";"0001";"146,62";"548,58";
"2006";"26/12/2014 (Sexta-feira)";"Saída por Venda Balcão";"0008";"209,86";"883,00";
"2006";"27/12/2014 (Sábado)";"Saída por Venda Balcão";"0004";"8,08";"133,90";
"2006";"29/12/2014 (Segunda-feira)";"Saída para Oficina";"0002";"35,48";"214,73";
"2006";"29/12/2014 (Segunda-feira)";"Saída por Venda Balcão";"0003";"0,00";"320,66";
"2006";"30/12/2014 (Terça-feira)";"Saída para Oficina";"0001";"49,54";"115,00";
"2006";"30/12/2014 (Terça-feira)";"Saída por Venda Balcão";"0005";"121,56";"537,00";
"2006";"05/01/2015 (Segunda-feira)";"Saída para Oficina";"0001";"2,55";"310,00";
"2006";"05/01/2015 (Segunda-feira)";"Saída por Venda Balcão";"0005";"87,92";"415,00";
"2006";"06/01/2015 (Terça-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"06/01/2015 (Terça-feira)";"Saída por Venda Balcão";"0005";"31,77";"153,70";
"2006";"07/01/2015 (Quarta-feira)";"Saída para Oficina";"0002";"41,48";"188,65";
"2006";"07/01/2015 (Quarta-feira)";"Saída por Venda Balcão";"0003";"43,84";"216,00";
"2006";"08/01/2015 (Quinta-feira)";"Saída por Venda Balcão";"0004";"110,72";"452,90";
"2006";"09/01/2015 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"109,90";
"2006";"09/01/2015 (Sexta-feira)";"Saída por Venda Balcão";"0005";"61,33";"245,80";
"2006";"10/01/2015 (Sábado)";"Saída para Oficina";"0003";"10,00";"242,10";
"2006";"10/01/2015 (Sábado)";"Saída por Venda Balcão";"0002";"0,47";"102,00";
"2006";"12/01/2015 (Segunda-feira)";"Saída para Oficina";"0003";"18,53";"292,78";
"2006";"12/01/2015 (Segunda-feira)";"Saída por Venda Balcão";"0005";"68,47";"784,90";
"2006";"13/01/2015 (Terça-feira)";"Saída para Oficina";"0001";"0,00";"54,90";
"2006";"13/01/2015 (Terça-feira)";"Saída por Venda Balcão";"0007";"96,25";"764,80";
"2006";"14/01/2015 (Quarta-feira)";"Saída por Venda Balcão";"0005";"109,02";"475,90";
"2006";"15/01/2015 (Quinta-feira)";"Saída por Venda Balcão";"0005";"131,65";"609,15";
"2006";"16/01/2015 (Sexta-feira)";"Saída para Oficina";"0001";"7,10";"154,90";
"2006";"16/01/2015 (Sexta-feira)";"Saída por Venda Balcão";"0003";"29,33";"570,90";
"2006";"17/01/2015 (Sábado)";"Saída por Venda Balcão";"0003";"12,23";"184,90";
"2006";"19/01/2015 (Segunda-feira)";"Saída para Oficina";"0004";"14,06";"385,19";
"2006";"19/01/2015 (Segunda-feira)";"Saída por Venda Balcão";"0003";"540,35";"1.414,00";
"2006";"20/01/2015 (Terça-feira)";"Saída para Oficina";"0001";"4,13";"50,00";
"2006";"20/01/2015 (Terça-feira)";"Saída por Venda Balcão";"0008";"40,13";"1.057,40";
"2006";"21/01/2015 (Quarta-feira)";"Entrada por Garantia";"0003";"0,00";"42,69";
"2006";"21/01/2015 (Quarta-feira)";"Saída para Garantia";"0001";"74,02";"8,23";
"2006";"21/01/2015 (Quarta-feira)";"Saída para Oficina";"0002";"0,00";"109,80";
"2006";"21/01/2015 (Quarta-feira)";"Saída por Venda Balcão";"0004";"0,40";"115,50";
"2006";"21/01/2015 (Quarta-feira)";"Saída Simples Remessa para Garantia";"0002";"0,00";"26,24";
"2006";"22/01/2015 (Quinta-feira)";"Saída por Venda Balcão";"0003";"17,40";"210,12";
"2006";"23/01/2015 (Sexta-feira)";"Saída por Venda Balcão";"0003";"21,80";"123,10";
