"Empresa";"Data";"Tipo Movimento";"Qtde Requisições";"Total Desconto";"Total Venda";
"2006";"05/04/2016 (Terça-feira)";"Saída para Oficina";"0001";"225,27";"2.027,42";
"2006";"05/04/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"0,00";"190,00";
"2006";"06/04/2016 (Quarta-feira)";"Saída para Oficina";"0002";"64,52";"534,40";
"2006";"06/04/2016 (Quarta-feira)";"Saída por Venda Balcão";"0005";"0,05";"136,90";
"2006";"07/04/2016 (Quinta-feira)";"Saída para Oficina";"0002";"3,58";"120,00";
"2006";"07/04/2016 (Quinta-feira)";"Saída por Venda Balcão";"0005";"61,40";"334,30";
"2006";"08/04/2016 (Sexta-feira)";"Saída para Oficina";"0002";"3,58";"120,00";
"2006";"08/04/2016 (Sexta-feira)";"Saída por Venda Balcão";"0006";"57,59";"611,50";
"2006";"09/04/2016 (Sábado)";"Saída para Oficina";"0003";"7,58";"298,50";
"2006";"09/04/2016 (Sábado)";"Saída por Venda Balcão";"0002";"0,00";"105,00";
"2006";"11/04/2016 (Segunda-feira)";"Saída para Oficina";"0001";"0,35";"60,00";
"2006";"11/04/2016 (Segunda-feira)";"Saída por Venda Balcão";"0003";"6,36";"168,84";
"2006";"12/04/2016 (Terça-feira)";"Saída para Oficina";"0002";"11,68";"165,00";
"2006";"12/04/2016 (Terça-feira)";"Saída por Venda Balcão";"0006";"142,01";"593,65";
"2006";"13/04/2016 (Quarta-feira)";"Saída para Oficina";"0003";"13,47";"240,00";
"2006";"13/04/2016 (Quarta-feira)";"Saída por Devolução de Compra";"0001";"0,00";"24,19";
"2006";"13/04/2016 (Quarta-feira)";"Saída por Venda Balcão";"0006";"61,03";"632,50";
"2006";"14/04/2016 (Quinta-feira)";"Saída por Venda Balcão";"0002";"0,00";"140,00";
"2006";"15/04/2016 (Sexta-feira)";"Saída para Oficina";"0002";"1,79";"315,90";
"2006";"15/04/2016 (Sexta-feira)";"Saída por Venda Balcão";"0007";"0,00";"513,58";
"2006";"16/04/2016 (Sábado)";"Saída para Oficina";"0005";"67,68";"573,15";
"2006";"16/04/2016 (Sábado)";"Saída por Venda Balcão";"0005";"0,00";"136,70";
"2006";"18/04/2016 (Segunda-feira)";"Saída para Oficina";"0002";"23,78";"388,98";
"2006";"18/04/2016 (Segunda-feira)";"Saída por Venda Balcão";"0004";"1,79";"445,40";
"2006";"19/04/2016 (Terça-feira)";"Saída para Oficina";"0001";"7,59";"360,00";
"2006";"19/04/2016 (Terça-feira)";"Saída por Venda Balcão";"0002";"0,00";"70,00";
"2006";"20/04/2016 (Quarta-feira)";"Saída por Venda Balcão";"0004";"0,91";"318,90";
"2006";"22/04/2016 (Sexta-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"22/04/2016 (Sexta-feira)";"Saída por Venda Balcão";"0005";"81,50";"409,40";
"2006";"23/04/2016 (Sábado)";"Saída por Venda Balcão";"0007";"18,35";"214,90";
"2006";"25/04/2016 (Segunda-feira)";"Saída por Venda Balcão";"0005";"6,50";"274,40";
"2006";"26/04/2016 (Terça-feira)";"Saída para Oficina";"0001";"9,89";"105,00";
"2006";"26/04/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"14,37";"134,50";
"2006";"27/04/2016 (Quarta-feira)";"Saída para Oficina";"0001";"4,28";"388,90";
"2006";"27/04/2016 (Quarta-feira)";"Saída por Venda Balcão";"0002";"5,00";"85,90";
"2006";"28/04/2016 (Quinta-feira)";"Saída para Oficina";"0001";"0,35";"110,00";
"2006";"28/04/2016 (Quinta-feira)";"Saída por Venda Balcão";"0001";"2,43";"58,50";
"2006";"29/04/2016 (Sexta-feira)";"Saída para Oficina";"0001";"8,10";"281,90";
"2006";"29/04/2016 (Sexta-feira)";"Saída por Venda Balcão";"0004";"33,40";"225,00";
"2006";"30/04/2016 (Sábado)";"Saída para Oficina";"0001";"0,00";"176,47";
"2006";"30/04/2016 (Sábado)";"Saída por Venda Balcão";"0007";"20,88";"542,50";
"2006";"02/05/2016 (Segunda-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"02/05/2016 (Segunda-feira)";"Saída por Venda Balcão";"0006";"314,63";"529,00";
"2006";"03/05/2016 (Terça-feira)";"Saída por Venda Balcão";"0002";"6,28";"36,30";
"2006";"04/05/2016 (Quarta-feira)";"Saída para Oficina";"0002";"126,16";"1.179,40";
"2006";"04/05/2016 (Quarta-feira)";"Saída por Venda Balcão";"0007";"66,46";"789,50";
"2006";"05/05/2016 (Quinta-feira)";"Saída para Oficina";"0002";"376,14";"1.237,70";
"2006";"05/05/2016 (Quinta-feira)";"Saída por Venda Atacado";"0001";"5,00";"35,00";
"2006";"06/05/2016 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"69,29";
"2006";"06/05/2016 (Sexta-feira)";"Saída por Venda Balcão";"0009";"18,83";"504,30";
"2006";"07/05/2016 (Sábado)";"Saída por Venda Balcão";"0004";"1,79";"320,00";
"2006";"09/05/2016 (Segunda-feira)";"Saída para Oficina";"0004";"131,39";"1.431,27";
"2006";"09/05/2016 (Segunda-feira)";"Saída por Venda Balcão";"0002";"0,00";"35,90";
"2006";"10/05/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"2,72";"189,90";
"2006";"11/05/2016 (Quarta-feira)";"Saída para Oficina";"0001";"0,00";"45,00";
"2006";"11/05/2016 (Quarta-feira)";"Saída por Venda Balcão";"0004";"5,00";"350,00";
"2006";"12/05/2016 (Quinta-feira)";"Saída por Venda Balcão";"0004";"0,73";"173,90";
"2006";"13/05/2016 (Sexta-feira)";"Saída por Venda Balcão";"0005";"22,75";"114,15";
"2006";"14/05/2016 (Sábado)";"Saída por Venda Balcão";"0008";"6,99";"1.602,40";
"2006";"16/05/2016 (Segunda-feira)";"Saída para Oficina";"0002";"2,52";"210,00";
"2006";"16/05/2016 (Segunda-feira)";"Saída por Venda Balcão";"0005";"87,90";"290,70";
"2006";"17/05/2016 (Terça-feira)";"Saída para Oficina";"0001";"2,52";"60,00";
"2006";"17/05/2016 (Terça-feira)";"Saída por Venda Balcão";"0001";"5,00";"35,00";
"2006";"19/05/2016 (Quinta-feira)";"Saída para Oficina";"0002";"5,04";"180,00";
"2006";"19/05/2016 (Quinta-feira)";"Saída por Venda Balcão";"0002";"10,00";"115,00";
"2006";"20/05/2016 (Sexta-feira)";"Saída para Oficina";"0002";"3,42";"127,50";
"2006";"20/05/2016 (Sexta-feira)";"Saída por Venda Balcão";"0006";"1,35";"401,80";
"2006";"21/05/2016 (Sábado)";"Saída para Oficina";"0001";"2,52";"60,00";
"2006";"21/05/2016 (Sábado)";"Saída por Venda Balcão";"0005";"11,75";"237,35";
"2006";"23/05/2016 (Segunda-feira)";"Saída para Oficina";"0002";"2,52";"120,69";
"2006";"23/05/2016 (Segunda-feira)";"Saída por Venda Balcão";"0004";"175,17";"495,50";
"2006";"24/05/2016 (Terça-feira)";"Saída para Oficina";"0001";"2,52";"60,00";
"2006";"24/05/2016 (Terça-feira)";"Saída por Venda Balcão";"0004";"0,00";"170,09";
"2006";"25/05/2016 (Quarta-feira)";"Saída para Oficina";"0001";"44,60";"105,00";
"2006";"25/05/2016 (Quarta-feira)";"Saída por Venda Balcão";"0011";"75,92";"671,25";
"2006";"27/05/2016 (Sexta-feira)";"Saída por Venda Balcão";"0004";"1,08";"752,00";
"2006";"28/05/2016 (Sábado)";"Saída por Venda Balcão";"0003";"13,18";"135,00";
"2006";"31/05/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"0,00";"115,00";
"2006";"01/06/2016 (Quarta-feira)";"Saída para Oficina";"0002";"3,60";"120,00";
"2006";"01/06/2016 (Quarta-feira)";"Saída por Venda Balcão";"0003";"3,40";"68,00";
"2006";"02/06/2016 (Quinta-feira)";"Saída para Oficina";"0001";"2,84";"60,00";
"2006";"02/06/2016 (Quinta-feira)";"Saída por Venda Balcão";"0002";"4,05";"229,20";
"2006";"03/06/2016 (Sexta-feira)";"Saída para Oficina";"0003";"6,73";"290,90";
"2006";"03/06/2016 (Sexta-feira)";"Saída por Venda Balcão";"0003";"15,00";"260,00";
"2006";"04/06/2016 (Sábado)";"Saída por Venda Balcão";"0002";"0,00";"73,90";
"2006";"06/06/2016 (Segunda-feira)";"Saída por Venda Balcão";"0003";"29,43";"1.114,00";
"2006";"07/06/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"15,82";"285,00";
"2006";"08/06/2016 (Quarta-feira)";"Saída para Oficina";"0002";"87,52";"545,00";
"2006";"08/06/2016 (Quarta-feira)";"Saída por Venda Balcão";"0002";"0,00";"88,90";
"2006";"09/06/2016 (Quinta-feira)";"Saída para Oficina";"0001";"6,00";"80,00";
"2006";"09/06/2016 (Quinta-feira)";"Saída por Venda Balcão";"0005";"36,75";"746,25";
"2006";"10/06/2016 (Sexta-feira)";"Saída por Venda Balcão";"0008";"15,78";"375,06";
"2006";"11/06/2016 (Sábado)";"Saída para Oficina";"0002";"11,13";"132,00";
"2006";"11/06/2016 (Sábado)";"Saída por Venda Balcão";"0002";"0,00";"89,90";
"2006";"13/06/2016 (Segunda-feira)";"Saída para Oficina";"0001";"0,00";"250,00";
"2006";"13/06/2016 (Segunda-feira)";"Saída por Venda Balcão";"0005";"42,25";"218,75";
"2006";"14/06/2016 (Terça-feira)";"Saída para Oficina";"0001";"5,50";"182,53";
"2006";"14/06/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"1,96";"315,00";
"2006";"15/06/2016 (Quarta-feira)";"Saída por Venda Balcão";"0003";"0,00";"151,90";
"2006";"16/06/2016 (Quinta-feira)";"Saída para Oficina";"0002";"6,98";"165,00";
"2006";"16/06/2016 (Quinta-feira)";"Saída por Venda Balcão";"0002";"1,00";"58,00";
"2006";"17/06/2016 (Sexta-feira)";"Saída para Oficina";"0001";"3,49";"130,00";
"2006";"17/06/2016 (Sexta-feira)";"Saída por Venda Balcão";"0004";"51,07";"452,25";
"2006";"18/06/2016 (Sábado)";"Saída para Oficina";"0001";"117,41";"1.079,10";
"2006";"18/06/2016 (Sábado)";"Saída por Venda Balcão";"0002";"0,00";"6.435,00";
"2006";"20/06/2016 (Segunda-feira)";"Saída para Oficina";"0001";"0,00";"115,00";
"2006";"20/06/2016 (Segunda-feira)";"Saída por Venda Balcão";"0003";"20,00";"88,90";
"2006";"21/06/2016 (Terça-feira)";"Saída para Oficina";"0003";"0,00";"246,59";
"2006";"21/06/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"0,00";"70,90";
"2006";"22/06/2016 (Quarta-feira)";"Saída para Oficina";"0002";"6,98";"165,00";
"2006";"22/06/2016 (Quarta-feira)";"Saída por Venda Balcão";"0002";"0,00";"15,00";
"2006";"23/06/2016 (Quinta-feira)";"Saída por Venda Balcão";"0006";"76,00";"486,50";
"2006";"24/06/2016 (Sexta-feira)";"Saída para Oficina";"0003";"15,28";"314,00";
"2006";"24/06/2016 (Sexta-feira)";"Saída por Venda Balcão";"0001";"17,00";"68,00";
"2006";"25/06/2016 (Sábado)";"Saída para Oficina";"0003";"6,98";"190,00";
"2006";"25/06/2016 (Sábado)";"Saída por Venda Balcão";"0002";"1,70";"122,39";
"2006";"27/06/2016 (Segunda-feira)";"Saída para Oficina";"0002";"5,19";"172,40";
"2006";"27/06/2016 (Segunda-feira)";"Saída por Venda Balcão";"0005";"6,30";"220,40";
"2006";"28/06/2016 (Terça-feira)";"Saída para Oficina";"0001";"3,49";"60,00";
"2006";"28/06/2016 (Terça-feira)";"Saída por Venda Balcão";"0005";"20,55";"161,50";
"2006";"29/06/2016 (Quarta-feira)";"Saída por Venda Balcão";"0004";"19,00";"535,00";
"2006";"30/06/2016 (Quinta-feira)";"Saída por Venda Balcão";"0004";"5,59";"205,00";
"2006";"01/07/2016 (Sexta-feira)";"Saída por Venda Balcão";"0001";"0,00";"55,00";
"2006";"02/07/2016 (Sábado)";"Saída para Oficina";"0004";"6,98";"527,80";
"2006";"02/07/2016 (Sábado)";"Saída por Venda Balcão";"0006";"17,48";"756,20";
"2006";"04/07/2016 (Segunda-feira)";"Saída por Venda Balcão";"0006";"39,08";"320,50";
"2006";"05/07/2016 (Terça-feira)";"Saída para Oficina";"0001";"3,49";"95,00";
"2006";"05/07/2016 (Terça-feira)";"Saída por Venda Balcão";"0005";"11,98";"290,00";
"2006";"06/07/2016 (Quarta-feira)";"Saída por Venda Balcão";"0005";"189,08";"723,90";
"2006";"07/07/2016 (Quinta-feira)";"Saída por Venda Balcão";"0007";"47,98";"634,60";
"2006";"08/07/2016 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"176,00";
"2006";"08/07/2016 (Sexta-feira)";"Saída por Venda Balcão";"0006";"210,00";"609,90";
"2006";"11/07/2016 (Segunda-feira)";"Saída para Oficina";"0001";"1,70";"45,90";
"2006";"11/07/2016 (Segunda-feira)";"Saída por Venda Balcão";"0003";"6,70";"144,40";
"2006";"12/07/2016 (Terça-feira)";"Saída por Venda Balcão";"0004";"27,10";"594,80";
"2006";"13/07/2016 (Quarta-feira)";"Saída por Venda Balcão";"0005";"16,52";"629,65";
"2006";"14/07/2016 (Quinta-feira)";"Saída por Venda Balcão";"0007";"30,19";"672,80";
"2006";"15/07/2016 (Sexta-feira)";"Saída por Venda Balcão";"0010";"271,29";"1.276,00";
"2006";"16/07/2016 (Sábado)";"Saída para Oficina";"0002";"3,49";"133,90";
"2006";"16/07/2016 (Sábado)";"Saída por Venda Balcão";"0001";"0,00";"100,00";
"2006";"18/07/2016 (Segunda-feira)";"Saída para Oficina";"0002";"3,49";"250,00";
"2006";"18/07/2016 (Segunda-feira)";"Saída por Venda Balcão";"0004";"59,00";"303,70";
"2006";"19/07/2016 (Terça-feira)";"Saída por Venda Balcão";"0005";"48,77";"394,00";
"2006";"20/07/2016 (Quarta-feira)";"Saída para Oficina";"0001";"0,00";"175,90";
"2006";"20/07/2016 (Quarta-feira)";"Saída por Venda Balcão";"0003";"130,00";"605,00";
"2006";"21/07/2016 (Quinta-feira)";"Saída para Oficina";"0001";"0,00";"50,00";
"2006";"21/07/2016 (Quinta-feira)";"Saída por Venda Balcão";"0003";"5,00";"138,90";
"2006";"22/07/2016 (Sexta-feira)";"Saída por Venda Balcão";"0004";"14,90";"374,50";
"2006";"23/07/2016 (Sábado)";"Saída por Venda Balcão";"0002";"3,49";"64,20";
"2006";"25/07/2016 (Segunda-feira)";"Saída para Oficina";"0002";"0,00";"158,90";
"2006";"25/07/2016 (Segunda-feira)";"Saída por Venda Balcão";"0001";"1,79";"105,00";
"2006";"26/07/2016 (Terça-feira)";"Saída por Venda Balcão";"0004";"6,19";"261,50";
"2006";"27/07/2016 (Quarta-feira)";"Saída para Oficina";"0002";"428,26";"1.255,00";
"2006";"27/07/2016 (Quarta-feira)";"Saída por Venda Balcão";"0005";"6,24";"450,70";
"2006";"28/07/2016 (Quinta-feira)";"Saída por Venda Balcão";"0004";"1,36";"129,30";
"2006";"29/07/2016 (Sexta-feira)";"Saída para Oficina";"0002";"8,89";"305,00";
"2006";"29/07/2016 (Sexta-feira)";"Saída por Venda Balcão";"0002";"0,00";"23,50";
"2006";"30/07/2016 (Sábado)";"Saída para Oficina";"0001";"0,00";"85,00";
"2006";"30/07/2016 (Sábado)";"Saída por Venda Balcão";"0005";"5,00";"864,57";
"2006";"01/08/2016 (Segunda-feira)";"Saída para Oficina";"0002";"30,69";"228,49";
"2006";"01/08/2016 (Segunda-feira)";"Saída por Venda Balcão";"0007";"1,89";"282,90";
"2006";"02/08/2016 (Terça-feira)";"Saída por Venda Balcão";"0001";"0,00";"30,00";
"2006";"03/08/2016 (Quarta-feira)";"Saída por Venda Balcão";"0003";"10,00";"135,00";
"2006";"04/08/2016 (Quinta-feira)";"Saída por Venda Balcão";"0004";"8,58";"191,80";
"2006";"05/08/2016 (Sexta-feira)";"Saída por Venda Balcão";"0008";"38,08";"780,40";
"2006";"06/08/2016 (Sábado)";"Saída por Venda Balcão";"0006";"23,77";"551,50";
"2006";"08/08/2016 (Segunda-feira)";"Saída por Venda Balcão";"0007";"0,00";"226,70";
"2006";"09/08/2016 (Terça-feira)";"Saída para Oficina";"0002";"56,04";"603,92";
"2006";"09/08/2016 (Terça-feira)";"Saída por Venda Balcão";"0006";"15,84";"271,00";
"2006";"10/08/2016 (Quarta-feira)";"Saída para Oficina";"0001";"10,60";"90,00";
"2006";"10/08/2016 (Quarta-feira)";"Saída por Venda Balcão";"0002";"0,00";"80,00";
"2006";"11/08/2016 (Quinta-feira)";"Saída para Oficina";"0002";"17,17";"407,31";
"2006";"11/08/2016 (Quinta-feira)";"Saída por Venda Balcão";"0005";"69,83";"466,77";
"2006";"12/08/2016 (Sexta-feira)";"Saída para Oficina";"0001";"1,79";"110,00";
"2006";"12/08/2016 (Sexta-feira)";"Saída por Venda Balcão";"0004";"3,79";"119,01";
"2006";"13/08/2016 (Sábado)";"Saída para Oficina";"0001";"0,00";"45,00";
"2006";"13/08/2016 (Sábado)";"Saída por Venda Balcão";"0003";"16,33";"133,90";
"2006";"15/08/2016 (Segunda-feira)";"Saída por Venda Balcão";"0002";"0,00";"25,00";
"2006";"16/08/2016 (Terça-feira)";"Saída por Venda Balcão";"0005";"1,79";"340,00";
"2006";"17/08/2016 (Quarta-feira)";"Saída para Oficina";"0001";"1,79";"65,00";
"2006";"17/08/2016 (Quarta-feira)";"Saída por Venda Balcão";"0008";"193,17";"1.554,68";
"2006";"18/08/2016 (Quinta-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"18/08/2016 (Quinta-feira)";"Saída por Venda Atacado";"0001";"0,00";"65,00";
"2006";"18/08/2016 (Quinta-feira)";"Saída por Venda Balcão";"0004";"0,00";"188,00";
"2006";"19/08/2016 (Sexta-feira)";"Saída para Oficina";"0003";"3,58";"425,00";
"2006";"19/08/2016 (Sexta-feira)";"Saída por Venda Balcão";"0005";"24,03";"251,70";
"2006";"20/08/2016 (Sábado)";"Saída por Venda Balcão";"0001";"1,79";"60,00";
"2006";"22/08/2016 (Segunda-feira)";"Saída para Oficina";"0001";"0,00";"80,00";
"2006";"22/08/2016 (Segunda-feira)";"Saída por Venda Balcão";"0006";"1,79";"290,00";
"2006";"23/08/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"70,32";"180,00";
"2006";"24/08/2016 (Quarta-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"24/08/2016 (Quarta-feira)";"Saída por Venda Balcão";"0004";"181,50";"270,50";
"2006";"25/08/2016 (Quinta-feira)";"Saída para Oficina";"0002";"11,79";"230,00";
"2006";"25/08/2016 (Quinta-feira)";"Saída por Venda Balcão";"0011";"57,21";"391,80";
"2006";"26/08/2016 (Sexta-feira)";"Saída por Venda Balcão";"0003";"0,00";"110,00";
"2006";"27/08/2016 (Sábado)";"Saída por Venda Balcão";"0004";"217,10";"534,10";
"2006";"29/08/2016 (Segunda-feira)";"Saída para Oficina";"0003";"1,79";"245,00";
"2006";"29/08/2016 (Segunda-feira)";"Saída por Venda Balcão";"0001";"10,00";"90,00";
"2006";"30/08/2016 (Terça-feira)";"Saída para Oficina";"0001";"1,79";"105,00";
"2006";"30/08/2016 (Terça-feira)";"Saída por Venda Balcão";"0005";"6,00";"297,50";
"2006";"31/08/2016 (Quarta-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"01/09/2016 (Quinta-feira)";"Saída por Venda Balcão";"0002";"8,30";"205,90";
"2006";"02/09/2016 (Sexta-feira)";"Saída por Venda Balcão";"0006";"35,08";"369,00";
"2006";"03/09/2016 (Sábado)";"Saída por Venda Balcão";"0005";"10,00";"142,80";
"2006";"05/09/2016 (Segunda-feira)";"Saída por Venda Balcão";"0005";"0,94";"92,80";
"2006";"06/09/2016 (Terça-feira)";"Saída para Oficina";"0001";"1,79";"105,00";
"2006";"06/09/2016 (Terça-feira)";"Saída por Venda Balcão";"0002";"0,00";"100,50";
"2006";"08/09/2016 (Quinta-feira)";"Saída por Venda Balcão";"0002";"4,00";"126,00";
"2006";"09/09/2016 (Sexta-feira)";"Saída por Venda Balcão";"0003";"0,00";"201,70";
"2006";"10/09/2016 (Sábado)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"10/09/2016 (Sábado)";"Saída por Venda Balcão";"0006";"6,79";"245,50";
"2006";"12/09/2016 (Segunda-feira)";"Saída por Venda Balcão";"0004";"0,00";"331,50";
"2006";"13/09/2016 (Terça-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"13/09/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"62,90";"338,00";
"2006";"14/09/2016 (Quarta-feira)";"Saída por Venda Balcão";"0003";"297,50";"391,40";
"2006";"15/09/2016 (Quinta-feira)";"Saída para Oficina";"0001";"0,00";"35,00";
"2006";"15/09/2016 (Quinta-feira)";"Saída por Venda Balcão";"0001";"0,00";"35,00";
"2006";"16/09/2016 (Sexta-feira)";"Saída para Oficina";"0002";"5,58";"120,00";
"2006";"16/09/2016 (Sexta-feira)";"Saída por Venda Balcão";"0005";"6,79";"316,60";
"2006";"17/09/2016 (Sábado)";"Saída para Oficina";"0002";"3,58";"120,00";
"2006";"17/09/2016 (Sábado)";"Saída por Venda Balcão";"0005";"50,00";"843,70";
"2006";"19/09/2016 (Segunda-feira)";"Saída por Venda Balcão";"0001";"0,00";"10,00";
"2006";"20/09/2016 (Terça-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"21/09/2016 (Quarta-feira)";"Saída para Oficina";"0001";"1,79";"145,00";
"2006";"22/09/2016 (Quinta-feira)";"Saída para Oficina";"0003";"12,08";"341,47";
"2006";"22/09/2016 (Quinta-feira)";"Saída por Venda Balcão";"0005";"42,50";"263,50";
"2006";"23/09/2016 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"305,00";
"2006";"23/09/2016 (Sexta-feira)";"Saída por Venda Balcão";"0004";"20,00";"545,00";
"2006";"24/09/2016 (Sábado)";"Saída para Oficina";"0002";"0,00";"487,35";
"2006";"24/09/2016 (Sábado)";"Saída por Venda Balcão";"0004";"0,00";"677,80";
"2006";"26/09/2016 (Segunda-feira)";"Saída para Oficina";"0002";"5,58";"120,00";
"2006";"26/09/2016 (Segunda-feira)";"Saída por Venda Balcão";"0002";"7,10";"190,00";
"2006";"27/09/2016 (Terça-feira)";"Saída por Venda Balcão";"0003";"24,32";"295,00";
"2006";"28/09/2016 (Quarta-feira)";"Saída para Oficina";"0001";"1,79";"137,50";
"2006";"28/09/2016 (Quarta-feira)";"Saída por Venda Balcão";"0009";"33,11";"543,43";
"2006";"29/09/2016 (Quinta-feira)";"Saída para Oficina";"0003";"1,79";"490,00";
"2006";"29/09/2016 (Quinta-feira)";"Saída por Venda Balcão";"0001";"0,00";"10,00";
"2006";"30/09/2016 (Sexta-feira)";"Saída para Oficina";"0002";"5,28";"165,00";
"2006";"30/09/2016 (Sexta-feira)";"Saída por Venda Balcão";"0003";"5,00";"160,00";
"2006";"01/10/2016 (Sábado)";"Saída por Devolução de Compra";"0001";"0,00";"21,70";
"2006";"01/10/2016 (Sábado)";"Saída por Venda Balcão";"0001";"1,79";"60,00";
"2006";"03/10/2016 (Segunda-feira)";"Saída para Oficina";"0002";"1,79";"105,90";
"2006";"03/10/2016 (Segunda-feira)";"Saída por Venda Balcão";"0003";"0,54";"182,80";
"2006";"04/10/2016 (Terça-feira)";"Saída por Venda Balcão";"0002";"5,00";"69,40";
"2006";"05/10/2016 (Quarta-feira)";"Saída por Venda Balcão";"0007";"17,36";"247,90";
"2006";"06/10/2016 (Quinta-feira)";"Saída para Oficina";"0003";"168,10";"1.516,40";
"2006";"06/10/2016 (Quinta-feira)";"Saída por Devolução de Compra";"0002";"0,00";"43,40";
"2006";"06/10/2016 (Quinta-feira)";"Saída por Venda Balcão";"0005";"91,77";"1.402,02";
"2006";"07/10/2016 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"45,00";
"2006";"07/10/2016 (Sexta-feira)";"Saída por Venda Balcão";"0011";"204,92";"738,70";
"2006";"08/10/2016 (Sábado)";"Saída por Devolução de Compra";"0001";"0,00";"21,70";
"2006";"08/10/2016 (Sábado)";"Saída por Venda Balcão";"0001";"5,00";"50,00";
"2006";"10/10/2016 (Segunda-feira)";"Saída para Oficina";"0001";"211,79";"270,00";
"2006";"10/10/2016 (Segunda-feira)";"Saída por Venda Balcão";"0004";"81,00";"410,00";
"2006";"11/10/2016 (Terça-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"11/10/2016 (Terça-feira)";"Saída por Venda Balcão";"0002";"0,00";"251,00";
"2006";"13/10/2016 (Quinta-feira)";"Saída por Venda Balcão";"0008";"32,30";"522,00";
"2006";"14/10/2016 (Sexta-feira)";"Saída para Oficina";"0003";"3,58";"296,47";
"2006";"14/10/2016 (Sexta-feira)";"Saída por Venda Balcão";"0002";"24,84";"204,00";
"2006";"15/10/2016 (Sábado)";"Saída por Venda Balcão";"0008";"232,67";"718,90";
"2006";"17/10/2016 (Segunda-feira)";"Saída para Oficina";"0002";"29,59";"336,79";
"2006";"17/10/2016 (Segunda-feira)";"Saída por Venda Balcão";"0004";"210,00";"350,00";
"2006";"18/10/2016 (Terça-feira)";"Saída por Venda Balcão";"0004";"0,00";"123,90";
"2006";"19/10/2016 (Quarta-feira)";"Saída para Oficina";"0001";"0,00";"60,69";
"2006";"19/10/2016 (Quarta-feira)";"Saída por Venda Balcão";"0002";"0,00";"73,00";
"2006";"20/10/2016 (Quinta-feira)";"Saída para Oficina";"0003";"6,38";"758,90";
"2006";"20/10/2016 (Quinta-feira)";"Saída por Venda Balcão";"0004";"11,00";"168,80";
"2006";"21/10/2016 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"75,00";
"2006";"21/10/2016 (Sexta-feira)";"Saída por Venda Balcão";"0004";"1,79";"225,90";
"2006";"22/10/2016 (Sábado)";"Saída por Venda Balcão";"0002";"20,00";"275,00";
"2006";"24/10/2016 (Segunda-feira)";"Saída para Oficina";"0001";"32,84";"1.115,90";
"2006";"24/10/2016 (Segunda-feira)";"Saída por Venda Balcão";"0003";"27,00";"127,00";
"2006";"25/10/2016 (Terça-feira)";"Saída para Oficina";"0001";"0,00";"648,35";
"2006";"25/10/2016 (Terça-feira)";"Saída por Venda Balcão";"0004";"8,60";"217,40";
"2006";"26/10/2016 (Quarta-feira)";"Saída para Oficina";"0001";"1,79";"60,00";
"2006";"26/10/2016 (Quarta-feira)";"Saída por Venda Balcão";"0005";"59,80";"234,00";
"2006";"27/10/2016 (Quinta-feira)";"Saída por Venda Balcão";"0003";"50,00";"227,90";
"2006";"28/10/2016 (Sexta-feira)";"Saída para Oficina";"0001";"0,00";"60,69";
"2006";"28/10/2016 (Sexta-feira)";"Saída por Venda Balcão";"0006";"1,70";"323,00";
"2006";"29/10/2016 (Sábado)";"Saída por Venda Balcão";"0002";"13,30";"265,00";
"2006";"31/10/2016 (Segunda-feira)";"Saída por Venda Balcão";"0008";"9,00";"599,00";
"2006";"01/11/2016 (Terça-feira)";"Saída para Oficina";"0002";"77,82";"1.416,47";
"2006";"01/11/2016 (Terça-feira)";"Saída por Venda Balcão";"0006";"81,53";"659,85";
"2006";"03/11/2016 (Quinta-feira)";"Saída para Oficina";"0001";"0,00";"60,69";
"2006";"03/11/2016 (Quinta-feira)";"Saída por Venda Balcão";"0003";"11,00";"102,00";
"2006";"04/11/2016 (Sexta-feira)";"Saída para Oficina";"0002";"1,79";"196,50";
"2006";"04/11/2016 (Sexta-feira)";"Saída por Venda Balcão";"0003";"40,00";"188,90";
"2006";"05/11/2016 (Sábado)";"Saída por Venda Balcão";"0003";"3,49";"503,90";
